YearWeekISO,FirstDose,FirstDoseRefused,SecondDose,UnknownDose,NumberDosesReceived,Region,Population,ReportingCountry,TargetGroup,Vaccine,Denominator
2020-W53,0,0,0,0,0,AT,8901064,AT,1_Age60+,MOD,2259262
2020-W53,2659,0,0,0,61425,AT,8901064,AT,1_Age60+,COM,2259262
2020-W53,0,0,0,0,0,AT,8901064,AT,1_Age60+,JANSS,2259262
2020-W53,0,0,0,0,0,AT,8901064,AT,1_Age60+,AZ,2259262
2020-W53,0,0,0,0,0,AT,8901064,AT,1_Age<60,MOD,5099181
2020-W53,0,0,0,0,0,AT,8901064,AT,1_Age<60,AZ,5099181
2020-W53,2370,0,0,0,61425,AT,8901064,AT,1_Age<60,COM,5099181
2020-W53,0,0,0,0,0,AT,8901064,AT,1_Age<60,JANSS,5099181
2020-W53,0,0,0,0,0,AT,8901064,AT,ALL,JANSS,7358443
2020-W53,0,0,0,0,0,AT,8901064,AT,ALL,MOD,7358443
2020-W53,0,0,0,0,0,AT,8901064,AT,ALL,AZ,7358443
2020-W53,5029,0,0,0,61425,AT,8901064,AT,ALL,COM,7358443
2020-W53,0,0,0,0,0,AT,8901064,AT,Age18_24,MOD,696064
2020-W53,0,0,0,0,0,AT,8901064,AT,Age18_24,AZ,696064
2020-W53,110,0,0,0,61425,AT,8901064,AT,Age18_24,COM,696064
2020-W53,0,0,0,0,0,AT,8901064,AT,Age18_24,JANSS,696064
2020-W53,0,0,0,0,0,AT,8901064,AT,Age25_49,MOD,3006228
2020-W53,0,0,0,0,0,AT,8901064,AT,Age25_49,JANSS,3006228
2020-W53,1277,0,0,0,61425,AT,8901064,AT,Age25_49,COM,3006228
2020-W53,0,0,0,0,0,AT,8901064,AT,Age25_49,AZ,3006228
2020-W53,0,0,0,0,0,AT,8901064,AT,Age50_59,JANSS,1396889
2020-W53,0,0,0,0,0,AT,8901064,AT,Age50_59,AZ,1396889
2020-W53,977,0,0,0,61425,AT,8901064,AT,Age50_59,COM,1396889
2020-W53,0,0,0,0,0,AT,8901064,AT,Age50_59,MOD,1396889
2020-W53,0,0,0,0,0,AT,8901064,AT,Age60_69,AZ,1016016
2020-W53,514,0,0,0,61425,AT,8901064,AT,Age60_69,COM,1016016
2020-W53,0,0,0,0,0,AT,8901064,AT,Age60_69,JANSS,1016016
2020-W53,0,0,0,0,0,AT,8901064,AT,Age60_69,MOD,1016016
2020-W53,0,0,0,0,0,AT,8901064,AT,Age70_79,AZ,769199
2020-W53,594,0,0,0,61425,AT,8901064,AT,Age70_79,COM,769199
2020-W53,0,0,0,0,0,AT,8901064,AT,Age70_79,JANSS,769199
2020-W53,0,0,0,0,0,AT,8901064,AT,Age70_79,MOD,769199
2020-W53,0,0,0,0,0,AT,8901064,AT,Age80+,JANSS,474047
2020-W53,0,0,0,0,0,AT,8901064,AT,Age80+,AZ,474047
2020-W53,0,0,0,0,0,AT,8901064,AT,Age80+,MOD,474047
2020-W53,1551,0,0,0,61425,AT,8901064,AT,Age80+,COM,474047
2021-W01,0,0,0,0,0,AT,8901064,AT,1_Age60+,AZ,2259262
2021-W01,7560,0,0,0,61425,AT,8901064,AT,1_Age60+,COM,2259262
2021-W01,0,0,0,0,0,AT,8901064,AT,1_Age60+,JANSS,2259262
2021-W01,0,0,0,0,0,AT,8901064,AT,1_Age60+,MOD,2259262
2021-W01,0,0,0,0,0,AT,8901064,AT,1_Age<60,MOD,5099181
2021-W01,0,0,0,0,0,AT,8901064,AT,1_Age<60,JANSS,5099181
2021-W01,17991,0,0,0,61425,AT,8901064,AT,1_Age<60,COM,5099181
2021-W01,0,0,0,0,0,AT,8901064,AT,1_Age<60,AZ,5099181
2021-W01,25551,0,0,0,61425,AT,8901064,AT,ALL,COM,7358443
2021-W01,0,0,0,0,0,AT,8901064,AT,ALL,AZ,7358443
2021-W01,0,0,0,0,0,AT,8901064,AT,ALL,MOD,7358443
2021-W01,0,0,0,0,0,AT,8901064,AT,ALL,JANSS,7358443
2021-W01,0,0,0,0,0,AT,8901064,AT,Age18_24,MOD,696064
2021-W01,0,0,0,0,0,AT,8901064,AT,Age18_24,AZ,696064
2021-W01,966,0,0,0,61425,AT,8901064,AT,Age18_24,COM,696064
2021-W01,0,0,0,0,0,AT,8901064,AT,Age18_24,JANSS,696064
2021-W01,0,0,0,0,0,AT,8901064,AT,Age25_49,JANSS,3006228
2021-W01,0,0,0,0,0,AT,8901064,AT,Age25_49,MOD,3006228
2021-W01,0,0,0,0,0,AT,8901064,AT,Age25_49,AZ,3006228
2021-W01,10498,0,0,0,61425,AT,8901064,AT,Age25_49,COM,3006228
2021-W01,0,0,0,0,0,AT,8901064,AT,Age50_59,AZ,1396889
2021-W01,6479,0,0,0,61425,AT,8901064,AT,Age50_59,COM,1396889
2021-W01,0,0,0,0,0,AT,8901064,AT,Age50_59,JANSS,1396889
2021-W01,0,0,0,0,0,AT,8901064,AT,Age50_59,MOD,1396889
2021-W01,0,0,0,0,0,AT,8901064,AT,Age60_69,AZ,1016016
2021-W01,2159,0,0,0,61425,AT,8901064,AT,Age60_69,COM,1016016
2021-W01,0,0,0,0,0,AT,8901064,AT,Age60_69,JANSS,1016016
2021-W01,0,0,0,0,0,AT,8901064,AT,Age60_69,MOD,1016016
2021-W01,0,0,0,0,0,AT,8901064,AT,Age70_79,AZ,769199
2021-W01,1582,0,0,0,61425,AT,8901064,AT,Age70_79,COM,769199
2021-W01,0,0,0,0,0,AT,8901064,AT,Age70_79,JANSS,769199
2021-W01,0,0,0,0,0,AT,8901064,AT,Age70_79,MOD,769199
2021-W01,0,0,0,0,0,AT,8901064,AT,Age80+,AZ,474047
2021-W01,3819,0,0,0,61425,AT,8901064,AT,Age80+,COM,474047
2021-W01,0,0,0,0,0,AT,8901064,AT,Age80+,JANSS,474047
2021-W01,0,0,0,0,0,AT,8901064,AT,Age80+,MOD,474047
2021-W02,0,0,0,0,0,AT,8901064,AT,1_Age60+,JANSS,2259262
2021-W02,38212,0,173,0,61425,AT,8901064,AT,1_Age60+,COM,2259262
2021-W02,0,0,0,0,0,AT,8901064,AT,1_Age60+,AZ,2259262
2021-W02,79,0,0,0,0,AT,8901064,AT,1_Age60+,MOD,2259262
2021-W02,0,0,0,0,0,AT,8901064,AT,1_Age<60,JANSS,5099181
2021-W02,44866,0,198,0,61425,AT,8901064,AT,1_Age<60,COM,5099181
2021-W02,0,0,0,0,0,AT,8901064,AT,1_Age<60,AZ,5099181
2021-W02,7,0,0,0,0,AT,8901064,AT,1_Age<60,MOD,5099181
2021-W02,86,0,0,0,0,AT,8901064,AT,ALL,MOD,7358443
2021-W02,0,0,0,0,0,AT,8901064,AT,ALL,JANSS,7358443
2021-W02,0,0,0,0,0,AT,8901064,AT,ALL,AZ,7358443
2021-W02,83078,0,371,0,61425,AT,8901064,AT,ALL,COM,7358443
2021-W02,2678,0,13,0,61425,AT,8901064,AT,Age18_24,COM,696064
2021-W02,0,0,0,0,0,AT,8901064,AT,Age18_24,JANSS,696064
2021-W02,0,0,0,0,0,AT,8901064,AT,Age18_24,MOD,696064
2021-W02,0,0,0,0,0,AT,8901064,AT,Age18_24,AZ,696064
2021-W02,0,0,0,0,0,AT,8901064,AT,Age25_49,JANSS,3006228
2021-W02,1,0,0,0,0,AT,8901064,AT,Age25_49,MOD,3006228
2021-W02,24388,0,93,0,61425,AT,8901064,AT,Age25_49,COM,3006228
2021-W02,0,0,0,0,0,AT,8901064,AT,Age25_49,AZ,3006228
2021-W02,17664,0,91,0,61425,AT,8901064,AT,Age50_59,COM,1396889
2021-W02,6,0,0,0,0,AT,8901064,AT,Age50_59,MOD,1396889
2021-W02,0,0,0,0,0,AT,8901064,AT,Age50_59,JANSS,1396889
2021-W02,0,0,0,0,0,AT,8901064,AT,Age50_59,AZ,1396889
2021-W02,5,0,0,0,0,AT,8901064,AT,Age60_69,MOD,1016016
2021-W02,0,0,0,0,0,AT,8901064,AT,Age60_69,JANSS,1016016
2021-W02,8804,0,40,0,61425,AT,8901064,AT,Age60_69,COM,1016016
2021-W02,0,0,0,0,0,AT,8901064,AT,Age60_69,AZ,1016016
2021-W02,0,0,0,0,0,AT,8901064,AT,Age70_79,JANSS,769199
2021-W02,0,0,0,0,0,AT,8901064,AT,Age70_79,AZ,769199
2021-W02,8191,0,47,0,61425,AT,8901064,AT,Age70_79,COM,769199
2021-W02,6,0,0,0,0,AT,8901064,AT,Age70_79,MOD,769199
2021-W02,68,0,0,0,0,AT,8901064,AT,Age80+,MOD,474047
2021-W02,0,0,0,0,0,AT,8901064,AT,Age80+,JANSS,474047
2021-W02,0,0,0,0,0,AT,8901064,AT,Age80+,AZ,474047
2021-W02,21217,0,86,0,61425,AT,8901064,AT,Age80+,COM,474047
2021-W03,0,0,0,0,0,AT,8901064,AT,1_Age60+,AZ,2259262
2021-W03,39992,0,2263,0,58500,AT,8901064,AT,1_Age60+,COM,2259262
2021-W03,0,0,0,0,0,AT,8901064,AT,1_Age60+,JANSS,2259262
2021-W03,23,0,0,0,7200,AT,8901064,AT,1_Age60+,MOD,2259262
2021-W03,0,0,0,0,0,AT,8901064,AT,1_Age<60,AZ,5099181
2021-W03,183,0,0,0,7200,AT,8901064,AT,1_Age<60,MOD,5099181
2021-W03,52123,0,2117,0,58500,AT,8901064,AT,1_Age<60,COM,5099181
2021-W03,0,0,0,0,0,AT,8901064,AT,1_Age<60,JANSS,5099181
2021-W03,92115,0,4380,0,58500,AT,8901064,AT,ALL,COM,7358443
2021-W03,0,0,0,0,0,AT,8901064,AT,ALL,JANSS,7358443
2021-W03,206,0,0,0,7200,AT,8901064,AT,ALL,MOD,7358443
2021-W03,0,0,0,0,0,AT,8901064,AT,ALL,AZ,7358443
2021-W03,0,0,0,0,0,AT,8901064,AT,Age18_24,JANSS,696064
2021-W03,0,0,0,0,0,AT,8901064,AT,Age18_24,AZ,696064
2021-W03,23,0,0,0,7200,AT,8901064,AT,Age18_24,MOD,696064
2021-W03,3607,0,95,0,58500,AT,8901064,AT,Age18_24,COM,696064
2021-W03,0,0,0,0,0,AT,8901064,AT,Age25_49,JANSS,3006228
2021-W03,0,0,0,0,0,AT,8901064,AT,Age25_49,AZ,3006228
2021-W03,108,0,0,0,7200,AT,8901064,AT,Age25_49,MOD,3006228
2021-W03,29991,0,1156,0,58500,AT,8901064,AT,Age25_49,COM,3006228
2021-W03,52,0,0,0,7200,AT,8901064,AT,Age50_59,MOD,1396889
2021-W03,0,0,0,0,0,AT,8901064,AT,Age50_59,JANSS,1396889
2021-W03,18436,0,862,0,58500,AT,8901064,AT,Age50_59,COM,1396889
2021-W03,0,0,0,0,0,AT,8901064,AT,Age50_59,AZ,1396889
2021-W03,7,0,0,0,7200,AT,8901064,AT,Age60_69,MOD,1016016
2021-W03,0,0,0,0,0,AT,8901064,AT,Age60_69,JANSS,1016016
2021-W03,0,0,0,0,0,AT,8901064,AT,Age60_69,AZ,1016016
2021-W03,7079,0,451,0,58500,AT,8901064,AT,Age60_69,COM,1016016
2021-W03,0,0,0,0,0,AT,8901064,AT,Age70_79,JANSS,769199
2021-W03,7,0,0,0,7200,AT,8901064,AT,Age70_79,MOD,769199
2021-W03,0,0,0,0,0,AT,8901064,AT,Age70_79,AZ,769199
2021-W03,7235,0,502,0,58500,AT,8901064,AT,Age70_79,COM,769199
2021-W03,25678,0,1310,0,58500,AT,8901064,AT,Age80+,COM,474047
2021-W03,0,0,0,0,0,AT,8901064,AT,Age80+,JANSS,474047
2021-W03,9,0,0,0,7200,AT,8901064,AT,Age80+,MOD,474047
2021-W03,0,0,0,0,0,AT,8901064,AT,Age80+,AZ,474047
2021-W04,13748,0,6143,0,54990,AT,8901064,AT,1_Age60+,COM,2259262
2021-W04,1156,0,0,0,0,AT,8901064,AT,1_Age60+,MOD,2259262
2021-W04,0,0,0,0,0,AT,8901064,AT,1_Age60+,JANSS,2259262
2021-W04,0,0,0,0,0,AT,8901064,AT,1_Age60+,AZ,2259262
2021-W04,0,0,0,0,0,AT,8901064,AT,1_Age<60,AZ,5099181
2021-W04,0,0,0,0,0,AT,8901064,AT,1_Age<60,JANSS,5099181
2021-W04,13452,0,11041,0,54990,AT,8901064,AT,1_Age<60,COM,5099181
2021-W04,2667,0,0,0,0,AT,8901064,AT,1_Age<60,MOD,5099181
2021-W04,3823,0,0,0,0,AT,8901064,AT,ALL,MOD,7358443
2021-W04,0,0,0,0,0,AT,8901064,AT,ALL,AZ,7358443
2021-W04,27200,0,17184,0,54990,AT,8901064,AT,ALL,COM,7358443
2021-W04,0,0,0,0,0,AT,8901064,AT,ALL,JANSS,7358443
2021-W04,0,0,0,0,0,AT,8901064,AT,Age18_24,JANSS,696064
2021-W04,1276,0,687,0,54990,AT,8901064,AT,Age18_24,COM,696064
2021-W04,0,0,0,0,0,AT,8901064,AT,Age18_24,AZ,696064
2021-W04,104,0,0,0,0,AT,8901064,AT,Age18_24,MOD,696064
2021-W04,1583,0,0,0,0,AT,8901064,AT,Age25_49,MOD,3006228
2021-W04,7630,0,6174,0,54990,AT,8901064,AT,Age25_49,COM,3006228
2021-W04,0,0,0,0,0,AT,8901064,AT,Age25_49,JANSS,3006228
2021-W04,0,0,0,0,0,AT,8901064,AT,Age25_49,AZ,3006228
2021-W04,0,0,0,0,0,AT,8901064,AT,Age50_59,JANSS,1396889
2021-W04,0,0,0,0,0,AT,8901064,AT,Age50_59,AZ,1396889
2021-W04,4525,0,4137,0,54990,AT,8901064,AT,Age50_59,COM,1396889
2021-W04,979,0,0,0,0,AT,8901064,AT,Age50_59,MOD,1396889
2021-W04,616,0,0,0,0,AT,8901064,AT,Age60_69,MOD,1016016
2021-W04,0,0,0,0,0,AT,8901064,AT,Age60_69,AZ,1016016
2021-W04,1677,0,1659,0,54990,AT,8901064,AT,Age60_69,COM,1016016
2021-W04,0,0,0,0,0,AT,8901064,AT,Age60_69,JANSS,1016016
2021-W04,1603,0,1294,0,54990,AT,8901064,AT,Age70_79,COM,769199
2021-W04,0,0,0,0,0,AT,8901064,AT,Age70_79,AZ,769199
2021-W04,176,0,0,0,0,AT,8901064,AT,Age70_79,MOD,769199
2021-W04,0,0,0,0,0,AT,8901064,AT,Age70_79,JANSS,769199
2021-W04,0,0,0,0,0,AT,8901064,AT,Age80+,AZ,474047
2021-W04,10468,0,3190,0,54990,AT,8901064,AT,Age80+,COM,474047
2021-W04,0,0,0,0,0,AT,8901064,AT,Age80+,JANSS,474047
2021-W04,364,0,0,0,0,AT,8901064,AT,Age80+,MOD,474047
2021-W05,0,0,0,0,36000,AT,8901064,AT,1_Age60+,AZ,2259262
2021-W05,0,0,0,0,0,AT,8901064,AT,1_Age60+,JANSS,2259262
2021-W05,1292,0,0,0,28800,AT,8901064,AT,1_Age60+,MOD,2259262
2021-W05,5275,0,32416,0,66690,AT,8901064,AT,1_Age60+,COM,2259262
2021-W05,0,0,0,0,0,AT,8901064,AT,1_Age<60,JANSS,5099181
2021-W05,0,0,1,0,36000,AT,8901064,AT,1_Age<60,AZ,5099181
2021-W05,11583,0,44775,0,66690,AT,8901064,AT,1_Age<60,COM,5099181
2021-W05,383,0,0,0,28800,AT,8901064,AT,1_Age<60,MOD,5099181
2021-W05,0,0,1,0,36000,AT,8901064,AT,ALL,AZ,7358443
2021-W05,16858,0,77191,0,66690,AT,8901064,AT,ALL,COM,7358443
2021-W05,0,0,0,0,0,AT,8901064,AT,ALL,JANSS,7358443
2021-W05,1675,0,0,0,28800,AT,8901064,AT,ALL,MOD,7358443
2021-W05,23,0,0,0,28800,AT,8901064,AT,Age18_24,MOD,696064
2021-W05,0,0,0,0,36000,AT,8901064,AT,Age18_24,AZ,696064
2021-W05,0,0,0,0,0,AT,8901064,AT,Age18_24,JANSS,696064
2021-W05,911,0,2630,0,66690,AT,8901064,AT,Age18_24,COM,696064
2021-W05,6377,0,24900,0,66690,AT,8901064,AT,Age25_49,COM,3006228
2021-W05,0,0,0,0,0,AT,8901064,AT,Age25_49,JANSS,3006228
2021-W05,228,0,0,0,28800,AT,8901064,AT,Age25_49,MOD,3006228
2021-W05,0,0,1,0,36000,AT,8901064,AT,Age25_49,AZ,3006228
2021-W05,0,0,0,0,36000,AT,8901064,AT,Age50_59,AZ,1396889
2021-W05,132,0,0,0,28800,AT,8901064,AT,Age50_59,MOD,1396889
2021-W05,0,0,0,0,0,AT,8901064,AT,Age50_59,JANSS,1396889
2021-W05,4245,0,17126,0,66690,AT,8901064,AT,Age50_59,COM,1396889
2021-W05,1590,0,7814,0,66690,AT,8901064,AT,Age60_69,COM,1016016
2021-W05,0,0,0,0,0,AT,8901064,AT,Age60_69,JANSS,1016016
2021-W05,45,0,0,0,28800,AT,8901064,AT,Age60_69,MOD,1016016
2021-W05,0,0,0,0,36000,AT,8901064,AT,Age60_69,AZ,1016016
2021-W05,0,0,0,0,36000,AT,8901064,AT,Age70_79,AZ,769199
2021-W05,1225,0,6839,0,66690,AT,8901064,AT,Age70_79,COM,769199
2021-W05,36,0,0,0,28800,AT,8901064,AT,Age70_79,MOD,769199
2021-W05,0,0,0,0,0,AT,8901064,AT,Age70_79,JANSS,769199
2021-W05,2460,0,17763,0,66690,AT,8901064,AT,Age80+,COM,474047
2021-W05,0,0,0,0,36000,AT,8901064,AT,Age80+,AZ,474047
2021-W05,0,0,0,0,0,AT,8901064,AT,Age80+,JANSS,474047
2021-W05,1211,0,0,0,28800,AT,8901064,AT,Age80+,MOD,474047
2021-W06,611,0,0,0,43200,AT,8901064,AT,1_Age60+,AZ,2259262
2021-W06,5737,0,36524,0,66690,AT,8901064,AT,1_Age60+,COM,2259262
2021-W06,0,0,0,0,0,AT,8901064,AT,1_Age60+,JANSS,2259262
2021-W06,1730,0,75,0,0,AT,8901064,AT,1_Age60+,MOD,2259262
2021-W06,10038,0,0,0,43200,AT,8901064,AT,1_Age<60,AZ,5099181
2021-W06,7798,0,49590,0,66690,AT,8901064,AT,1_Age<60,COM,5099181
2021-W06,0,0,0,0,0,AT,8901064,AT,1_Age<60,JANSS,5099181
2021-W06,2206,0,6,0,0,AT,8901064,AT,1_Age<60,MOD,5099181
2021-W06,3936,0,81,0,0,AT,8901064,AT,ALL,MOD,7358443
2021-W06,0,0,0,0,0,AT,8901064,AT,ALL,JANSS,7358443
2021-W06,13535,0,86114,0,66690,AT,8901064,AT,ALL,COM,7358443
2021-W06,10649,0,0,0,43200,AT,8901064,AT,ALL,AZ,7358443
2021-W06,0,0,0,0,0,AT,8901064,AT,Age18_24,JANSS,696064
2021-W06,96,0,0,0,0,AT,8901064,AT,Age18_24,MOD,696064
2021-W06,2268,0,0,0,43200,AT,8901064,AT,Age18_24,AZ,696064
2021-W06,598,0,3322,0,66690,AT,8901064,AT,Age18_24,COM,696064
2021-W06,1257,0,1,0,0,AT,8901064,AT,Age25_49,MOD,3006228
2021-W06,0,0,0,0,0,AT,8901064,AT,Age25_49,JANSS,3006228
2021-W06,4331,0,28491,0,66690,AT,8901064,AT,Age25_49,COM,3006228
2021-W06,5239,0,0,0,43200,AT,8901064,AT,Age25_49,AZ,3006228
2021-W06,0,0,0,0,0,AT,8901064,AT,Age50_59,JANSS,1396889
2021-W06,853,0,5,0,0,AT,8901064,AT,Age50_59,MOD,1396889
2021-W06,2825,0,17694,0,66690,AT,8901064,AT,Age50_59,COM,1396889
2021-W06,2513,0,0,0,43200,AT,8901064,AT,Age50_59,AZ,1396889
2021-W06,1384,0,6862,0,66690,AT,8901064,AT,Age60_69,COM,1016016
2021-W06,308,0,5,0,0,AT,8901064,AT,Age60_69,MOD,1016016
2021-W06,0,0,0,0,0,AT,8901064,AT,Age60_69,JANSS,1016016
2021-W06,599,0,0,0,43200,AT,8901064,AT,Age60_69,AZ,1016016
2021-W06,440,0,5,0,0,AT,8901064,AT,Age70_79,MOD,769199
2021-W06,0,0,0,0,0,AT,8901064,AT,Age70_79,JANSS,769199
2021-W06,1429,0,6443,0,66690,AT,8901064,AT,Age70_79,COM,769199
2021-W06,8,0,0,0,43200,AT,8901064,AT,Age70_79,AZ,769199
2021-W06,2924,0,23219,0,66690,AT,8901064,AT,Age80+,COM,474047
2021-W06,4,0,0,0,43200,AT,8901064,AT,Age80+,AZ,474047
2021-W06,0,0,0,0,0,AT,8901064,AT,Age80+,JANSS,474047
2021-W06,982,0,65,0,0,AT,8901064,AT,Age80+,MOD,474047
2021-W07,2332,0,2,0,76800,AT,8901064,AT,1_Age60+,AZ,2259262
2021-W07,22100,0,19831,0,80730,AT,8901064,AT,1_Age60+,COM,2259262
2021-W07,2373,0,19,0,0,AT,8901064,AT,1_Age60+,MOD,2259262
2021-W07,0,0,0,0,0,AT,8901064,AT,1_Age60+,JANSS,2259262
2021-W07,4295,0,18940,0,80730,AT,8901064,AT,1_Age<60,COM,5099181
2021-W07,29889,0,1,0,76800,AT,8901064,AT,1_Age<60,AZ,5099181
2021-W07,0,0,0,0,0,AT,8901064,AT,1_Age<60,JANSS,5099181
2021-W07,1531,0,177,0,0,AT,8901064,AT,1_Age<60,MOD,5099181
2021-W07,0,0,0,0,0,AT,8901064,AT,ALL,JANSS,7358443
2021-W07,3904,0,196,0,0,AT,8901064,AT,ALL,MOD,7358443
2021-W07,26395,0,38771,0,80730,AT,8901064,AT,ALL,COM,7358443
2021-W07,32221,0,3,0,76800,AT,8901064,AT,ALL,AZ,7358443
2021-W07,3612,0,0,0,76800,AT,8901064,AT,Age18_24,AZ,696064
2021-W07,278,0,1626,0,80730,AT,8901064,AT,Age18_24,COM,696064
2021-W07,0,0,0,0,0,AT,8901064,AT,Age18_24,JANSS,696064
2021-W07,67,0,21,0,0,AT,8901064,AT,Age18_24,MOD,696064
2021-W07,16975,0,1,0,76800,AT,8901064,AT,Age25_49,AZ,3006228
2021-W07,809,0,107,0,0,AT,8901064,AT,Age25_49,MOD,3006228
2021-W07,0,0,0,0,0,AT,8901064,AT,Age25_49,JANSS,3006228
2021-W07,2358,0,10573,0,80730,AT,8901064,AT,Age25_49,COM,3006228
2021-W07,651,0,49,0,0,AT,8901064,AT,Age50_59,MOD,1396889
2021-W07,0,0,0,0,0,AT,8901064,AT,Age50_59,JANSS,1396889
2021-W07,9239,0,0,0,76800,AT,8901064,AT,Age50_59,AZ,1396889
2021-W07,1621,0,6711,0,80730,AT,8901064,AT,Age50_59,COM,1396889
2021-W07,0,0,0,0,0,AT,8901064,AT,Age60_69,JANSS,1016016
2021-W07,510,0,6,0,0,AT,8901064,AT,Age60_69,MOD,1016016
2021-W07,1441,0,2732,0,80730,AT,8901064,AT,Age60_69,COM,1016016
2021-W07,2249,0,1,0,76800,AT,8901064,AT,Age60_69,AZ,1016016
2021-W07,2701,0,3103,0,80730,AT,8901064,AT,Age70_79,COM,769199
2021-W07,70,0,1,0,76800,AT,8901064,AT,Age70_79,AZ,769199
2021-W07,590,0,6,0,0,AT,8901064,AT,Age70_79,MOD,769199
2021-W07,0,0,0,0,0,AT,8901064,AT,Age70_79,JANSS,769199
2021-W07,17958,0,13996,0,80730,AT,8901064,AT,Age80+,COM,474047
2021-W07,0,0,0,0,0,AT,8901064,AT,Age80+,JANSS,474047
2021-W07,1273,0,7,0,0,AT,8901064,AT,Age80+,MOD,474047
2021-W07,13,0,0,0,76800,AT,8901064,AT,Age80+,AZ,474047
2021-W08,39281,0,5481,0,84240,AT,8901064,AT,1_Age60+,COM,2259262
2021-W08,2690,0,1076,0,37200,AT,8901064,AT,1_Age60+,MOD,2259262
2021-W08,0,0,0,0,0,AT,8901064,AT,1_Age60+,JANSS,2259262
2021-W08,4633,0,0,0,0,AT,8901064,AT,1_Age60+,AZ,2259262
2021-W08,4362,0,11283,0,84240,AT,8901064,AT,1_Age<60,COM,5099181
2021-W08,52088,0,0,0,0,AT,8901064,AT,1_Age<60,AZ,5099181
2021-W08,0,0,0,0,0,AT,8901064,AT,1_Age<60,JANSS,5099181
2021-W08,1784,0,2643,0,37200,AT,8901064,AT,1_Age<60,MOD,5099181
2021-W08,4474,0,3719,0,37200,AT,8901064,AT,ALL,MOD,7358443
2021-W08,0,0,0,0,0,AT,8901064,AT,ALL,JANSS,7358443
2021-W08,43643,0,16764,0,84240,AT,8901064,AT,ALL,COM,7358443
2021-W08,56721,0,0,0,0,AT,8901064,AT,ALL,AZ,7358443
2021-W08,135,0,112,0,37200,AT,8901064,AT,Age18_24,MOD,696064
2021-W08,0,0,0,0,0,AT,8901064,AT,Age18_24,JANSS,696064
2021-W08,250,0,895,0,84240,AT,8901064,AT,Age18_24,COM,696064
2021-W08,7108,0,0,0,0,AT,8901064,AT,Age18_24,AZ,696064
2021-W08,835,0,1569,0,37200,AT,8901064,AT,Age25_49,MOD,3006228
2021-W08,0,0,0,0,0,AT,8901064,AT,Age25_49,JANSS,3006228
2021-W08,2273,0,6160,0,84240,AT,8901064,AT,Age25_49,COM,3006228
2021-W08,29380,0,0,0,0,AT,8901064,AT,Age25_49,AZ,3006228
2021-W08,809,0,961,0,37200,AT,8901064,AT,Age50_59,MOD,1396889
2021-W08,0,0,0,0,0,AT,8901064,AT,Age50_59,JANSS,1396889
2021-W08,1797,0,4178,0,84240,AT,8901064,AT,Age50_59,COM,1396889
2021-W08,15474,0,0,0,0,AT,8901064,AT,Age50_59,AZ,1396889
2021-W08,4386,0,0,0,0,AT,8901064,AT,Age60_69,AZ,1016016
2021-W08,957,0,604,0,37200,AT,8901064,AT,Age60_69,MOD,1016016
2021-W08,0,0,0,0,0,AT,8901064,AT,Age60_69,JANSS,1016016
2021-W08,1957,0,1680,0,84240,AT,8901064,AT,Age60_69,COM,1016016
2021-W08,918,0,165,0,37200,AT,8901064,AT,Age70_79,MOD,769199
2021-W08,0,0,0,0,0,AT,8901064,AT,Age70_79,JANSS,769199
2021-W08,3668,0,1268,0,84240,AT,8901064,AT,Age70_79,COM,769199
2021-W08,226,0,0,0,0,AT,8901064,AT,Age70_79,AZ,769199
2021-W08,0,0,0,0,0,AT,8901064,AT,Age80+,JANSS,474047
2021-W08,815,0,307,0,37200,AT,8901064,AT,Age80+,MOD,474047
2021-W08,33656,0,2533,0,84240,AT,8901064,AT,Age80+,COM,474047
2021-W08,21,0,0,0,0,AT,8901064,AT,Age80+,AZ,474047
2021-W09,5405,0,1,0,67200,AT,8901064,AT,1_Age60+,AZ,2259262
2021-W09,82946,0,5450,0,91260,AT,8901064,AT,1_Age60+,COM,2259262
2021-W09,0,0,0,0,0,AT,8901064,AT,1_Age60+,JANSS,2259262
2021-W09,4487,0,1214,0,0,AT,8901064,AT,1_Age60+,MOD,2259262
2021-W09,47875,0,1,0,67200,AT,8901064,AT,1_Age<60,AZ,5099181
2021-W09,7345,0,7540,0,91260,AT,8901064,AT,1_Age<60,COM,5099181
2021-W09,0,0,0,0,0,AT,8901064,AT,1_Age<60,JANSS,5099181
2021-W09,3223,0,185,0,0,AT,8901064,AT,1_Age<60,MOD,5099181
2021-W09,7710,0,1399,0,0,AT,8901064,AT,ALL,MOD,7358443
2021-W09,90291,0,12990,0,91260,AT,8901064,AT,ALL,COM,7358443
2021-W09,0,0,0,0,0,AT,8901064,AT,ALL,JANSS,7358443
2021-W09,53280,0,2,0,67200,AT,8901064,AT,ALL,AZ,7358443
2021-W09,5291,0,0,0,67200,AT,8901064,AT,Age18_24,AZ,696064
2021-W09,434,0,596,0,91260,AT,8901064,AT,Age18_24,COM,696064
2021-W09,0,0,0,0,0,AT,8901064,AT,Age18_24,JANSS,696064
2021-W09,287,0,8,0,0,AT,8901064,AT,Age18_24,MOD,696064
2021-W09,27109,0,0,0,67200,AT,8901064,AT,Age25_49,AZ,3006228
2021-W09,3275,0,4174,0,91260,AT,8901064,AT,Age25_49,COM,3006228
2021-W09,0,0,0,0,0,AT,8901064,AT,Age25_49,JANSS,3006228
